User-ID,Favorite_Main_Genres,Favorite_Sub_Genres,Favorite_Authors,Average_Rating_Given,Number_of_Books_Rated,Highest_Rated_Genres,Reading_Diversity,Most_Frequently_Read_Genres
114592,Children's Books|Higher Education Textbooks,Language Learning|Social Sciences,Faye Berryman & Phillip O'Carroll|Coco Mellors,4.0,2,Higher Education Textbooks|Children's Books,2,Children's Books|Higher Education Textbooks
114594,Society & Social Sciences,Ethnography,Sudhir Kakar,3.5,1,Society & Social Sciences,1,Society & Social Sciences
114595,Children's Books,Holidays & Celebrations,Sigal Adler,4.0,1,Children's Books,1,Children's Books
114597,"Exam Preparation|Romance|Computing, Internet & Digital Media",Multicultural & Interracial|Polytechnics & ITI|Medical Entrance,Macy T. Riosa|Mohit Kumar|ALLEN Expert Faculties,4.2,5,"Crafts, Home & Lifestyle|Exam Preparation|Computing, Internet & Digital Media",4,"Exam Preparation|Romance|Computing, Internet & Digital Media"
114600,"Romance|Arts, Film & Photography",Small Town Romance|Theater & Ballet,Abbi Glines|Denise Stone,4.25,2,"Romance|Arts, Film & Photography",2,"Romance|Arts, Film & Photography"
114601,Romance|Sports|Religion,Religious Studies|New Adult & College|Paranormal,DAS GAUR GOPAL|T L Swan|Ruchi Singh,3.7222222222222223,9,Children's Books|Literature & Fiction|Religion,7,Romance|Sports|Religion
114604,"Computing, Internet & Digital Media",Programming & Software Development,Brad Nunnally,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114610,Exam Preparation,Medical Entrance,Dr. Vipin Kumar Sharma,5.0,1,Exam Preparation,1,Exam Preparation
114611,"Computing, Internet & Digital Media",Computer Science,Prasad Rao,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114615,Business & Economics,Industries,Ram Charan,4.0,1,Business & Economics,1,Business & Economics
114620,"Fantasy, Horror & Science Fiction|Law",Fantasy|Tax Law,Krista Street|NISM (An Educational Initiative of SEBI),4.0,2,"Fantasy, Horror & Science Fiction|Law",2,"Fantasy, Horror & Science Fiction|Law"
114627,"Crime, Thriller & Mystery",Thrillers and Suspense,Akshat Gupta,4.5,1,"Crime, Thriller & Mystery",1,"Crime, Thriller & Mystery"
114629,Children's Books,Humour,Team Pegasus,4.0,1,Children's Books,1,Children's Books
114634,Religion|Comics & Mangas|Society & Social Sciences,Jainism|Mangas|Ethnography,Gege Akutami|Pravin K. Shah|Pratapaditya Pal,4.25,4,Religion|Comics & Mangas|Society & Social Sciences,3,Religion|Comics & Mangas|Society & Social Sciences
114643,Comics & Mangas|Children's Books,Comics|Mangas|Humour,Yoshitoki Oima|Thindiath|Jeff Kinney,4.1,5,Comics & Mangas|Children's Books,2,Comics & Mangas|Children's Books
114648,"Computing, Internet & Digital Media",Operating Systems,Linus Torvalds,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114649,"Children's Books|Health, Family & Personal Development",Humour|Personal Transformation,Jeff Kinney|Robin Sharma,5.0,2,"Children's Books|Health, Family & Personal Development",2,"Children's Books|Health, Family & Personal Development"
114662,"Sciences, Technology & Medicine|Arts, Film & Photography",Biology & Life Sciences|Cinema & Broadcast,Brian Klaas|NEENA GUPTA,3.75,2,"Sciences, Technology & Medicine|Arts, Film & Photography",2,"Sciences, Technology & Medicine|Arts, Film & Photography"
114669,Literature & Fiction,"Myths, Legends & Sagas",Compiled by Maple Press,4.0,1,Literature & Fiction,1,Literature & Fiction
114671,"Sciences, Technology & Medicine",Astronomy,Kip Thorne,4.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
114674,Higher Education Textbooks,Social Sciences,Neil deGrasse Tyson,4.5,1,Higher Education Textbooks,1,Higher Education Textbooks
114695,Religion|Engineering,Hinduism|Electrical & Electronic Engineering,Devdutt Pattanaik|GEETA PRESS|Gary Marcus,3.8333333333333335,3,Engineering|Religion,2,Religion|Engineering
114698,"Children's Books|Computing, Internet & Digital Media|Crime, Thriller & Mystery",Network Administration|Thrillers and Suspense|Interactive & Activity Books,"Carl L. Pritchard, PMP, PMI-RMP, EVP|Colleen Hoover|Wonder House Books",4.4,5,"Computing, Internet & Digital Media|Society & Social Sciences|Crime, Thriller & Mystery",4,"Children's Books|Computing, Internet & Digital Media|Crime, Thriller & Mystery"
114699,Literature & Fiction,Humour,Joy Bhattacharjya,3.5,1,Literature & Fiction,1,Literature & Fiction
114703,Higher Education Textbooks,Social Sciences,Subhash Chandra Garg,4.0,1,Higher Education Textbooks,1,Higher Education Textbooks
114708,"Computing, Internet & Digital Media",Databases & Big Data,Md Pulok,3.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114710,Children's Books,Holidays & Celebrations,Peppa Pig,5.0,1,Children's Books,1,Children's Books
114718,Children's Books,Religion,Maple Press,3.5,1,Children's Books,1,Children's Books
114720,Children's Books,Growing Up & Facts of Life,Kelly Barnhill,4.0,1,Children's Books,1,Children's Books
114722,Children's Books|Exam Preparation,Education & Reference|Money & Jobs|Professional Certification Exams,WARE BRONNIE|Lori Alexander|IAS (Retd.) Dr. Pramod Kumar Agrawal,4.0,3,Exam Preparation|Children's Books,2,Children's Books|Exam Preparation
114728,Literature & Fiction,"Fantasy, Horror & Science Fiction",J.K. Rowling,4.5,1,Literature & Fiction,1,Literature & Fiction
114742,"Health, Family & Personal Development|Romance|Medicine & Health Sciences",Personal Transformation|Paranormal|Nursing,James Clear|Veronica  Lancet|PR Yadav,4.0,3,"Health, Family & Personal Development|Medicine & Health Sciences|Romance",3,"Health, Family & Personal Development|Romance|Medicine & Health Sciences"
114744,"Language, Linguistics & Writing|Literature & Fiction",Writing Guides|Short Stories,InIkao|Abby Jimenez,4.0,2,"Literature & Fiction|Language, Linguistics & Writing",2,"Language, Linguistics & Writing|Literature & Fiction"
114745,Children's Books,Literature & Fiction,Wonder House Books,4.5,1,Children's Books,1,Children's Books
114773,Sports,Sporting Events & Organisations,Daniel James Brown,4.5,1,Sports,1,Sports
114785,Children's Books|Science & Mathematics|Textbooks & Study Guides,"Geography & Cultures|Environmental Studies|Fantasy, Science Fiction & Horror",Cocomelon|Shankar IAS Academy|J.K. Rowling,4.25,4,Textbooks & Study Guides|Children's Books|Science & Mathematics,3,Children's Books|Science & Mathematics|Textbooks & Study Guides
114799,Children's Books|Higher Education Textbooks,"Cars, Trains & Things That Go|Business & Finance",Mo Willems|Raghuram G Rajan and Rohit Lamba/रघुराम जी. राजन और रोहित लाम्बा,4.75,2,Children's Books|Higher Education Textbooks,2,Children's Books|Higher Education Textbooks
114802,Comics & Mangas|History,Comics|Biographies & Autobiographies,SHALINI SRINIVASAN|Jaun Elia,4.0,2,History|Comics & Mangas,2,Comics & Mangas|History
114813,Children's Books|Comics & Mangas,Literature & Fiction|Interactive & Activity Books|Comics,Wonder House Books|Jeff Kinney,4.0,3,Children's Books|Comics & Mangas,2,Children's Books|Comics & Mangas
114846,"Computing, Internet & Digital Media",Programming & Software Development,Narasimha Karumanchi,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
114847,"Arts, Film & Photography",Cinema & Broadcast,Blake Snyder,5.0,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
114850,"Fantasy, Horror & Science Fiction|Children's Books|Society & Social Sciences",Fantasy|Education & Reference|Ethnography,சந்தோஷ் குணா (Santhosh Guna)|Wonder House Books|Harischandra Sahoo,3.8333333333333335,3,"Children's Books|Society & Social Sciences|Fantasy, Horror & Science Fiction",3,"Fantasy, Horror & Science Fiction|Children's Books|Society & Social Sciences"
114860,"Crafts, Home & Lifestyle",Lifestyle & Personal Style Guides,Dr Bhaswati Bhattacharya,4.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
114865,"Higher Education Textbooks|Children's Books|Crafts, Home & Lifestyle",Engineering Textbooks|Money & Jobs|Gardening & Landscape Design,Nick Bostrom|Dan Green|Masanobu Fukuoka,4.25,4,"Children's Books|Higher Education Textbooks|Crafts, Home & Lifestyle",4,"Higher Education Textbooks|Children's Books|Crafts, Home & Lifestyle"
114868,Children's Books|Comics & Mangas|Higher Education Textbooks,"Literature & Fiction|Science, Nature & Technology|Social Sciences",Wonder House Books|Multiple Writers|Karen Katz,4.054794520547945,73,"Science & Mathematics|Teen & Young Adult|Health, Family & Personal Development",23,Children's Books|Comics & Mangas|Higher Education Textbooks
114879,Society & Social Sciences,Anthropology,Malcolm Gladwell,4.5,1,Society & Social Sciences,1,Society & Social Sciences
114891,Children's Books,Humour,B. J. Novak,5.0,1,Children's Books,1,Children's Books
114893,Higher Education Textbooks|Literature & Fiction|Children's Books,"Social Sciences|Myths, Legends & Sagas|Computers & Technology",Amy Brown|Shubha Vilas|Stan Berenstain,4.0,4,Literature & Fiction|Higher Education Textbooks|Children's Books,3,Higher Education Textbooks|Literature & Fiction|Children's Books
114912,Religion,Islam,Dr. Mohammad Mohsin Khan,4.0,1,Religion,1,Religion
114920,Children's Books,Growing Up & Facts of Life,Aditi Gupta,3.5,1,Children's Books,1,Children's Books
114930,Children's Books,"Games, Toys & Activities",LADYBIRD,4.5,1,Children's Books,1,Children's Books
114937,"Higher Education Textbooks|Computing, Internet & Digital Media|Literature & Fiction","Business & Finance|Network Administration|Myths, Legends & Sagas",SIMRANJIT KAUR|Saurabh Shrivastava|Dr Vineet Aggarwal,4.625,4,"Literature & Fiction|Language, Linguistics & Writing|Computing, Internet & Digital Media",4,"Higher Education Textbooks|Computing, Internet & Digital Media|Literature & Fiction"
114942,Exam Preparation,"Arts, Design and Education Exams",Dr. Renu Mishra & EBS Team,4.0,1,Exam Preparation,1,Exam Preparation
114949,Children's Books,Traditional Stories,Maple Press,4.5,1,Children's Books,1,Children's Books
114955,"Fantasy, Horror & Science Fiction",Horror,Ashley Poston,4.0,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
114958,Children's Books,Holidays & Celebrations,Peppa Pig,3.0,1,Children's Books,1,Children's Books
114959,Medicine & Health Sciences,Nursing,Nedu,5.0,1,Medicine & Health Sciences,1,Medicine & Health Sciences
114982,Children's Books,Humour,Liz Pichon,4.5,1,Children's Books,1,Children's Books
114987,Children's Books,Historical Fiction,Wonder House Books,3.5,1,Children's Books,1,Children's Books
114988,"Children's Books|Computing, Internet & Digital Media|Literature & Fiction",Reference|Money & Jobs|Theater & Ballet,Wonder House Books|Maple Press|J.K. Rowling,3.9918032786885247,61,"Health, Family & Personal Development|Teen & Young Adult|Science & Mathematics",18,"Children's Books|Computing, Internet & Digital Media|Literature & Fiction"
115002,Children's Books|Romance|Literature & Fiction,Sporting Events & Organisations|Literature & Fiction|True Accounts,Ruskin Bond|Jim Corbett|Cora Reilly,4.0,18,"Health, Family & Personal Development|Law|Sports",13,Children's Books|Romance|Literature & Fiction
115003,Children's Books|Literature & Fiction|Exam Preparation,Literature & Fiction|Fantasy|Comics,Wonder House Books|Kanan Gill|Dr. Renu Mishra & EBS Team,4.009803921568627,51,Religion|Business & Economics|Children's Books,14,Children's Books|Literature & Fiction|Exam Preparation
115006,Sports,Softball,haruyama ai,3.5,1,Sports,1,Sports
115031,Literature & Fiction,Humour,Wonder House Books,4.0,1,Literature & Fiction,1,Literature & Fiction
115032,"Health, Family & Personal Development",Personal Transformation,Darius Foroux,3.5,1,"Health, Family & Personal Development",1,"Health, Family & Personal Development"
115036,Exam Preparation,Medical Entrance,ALLEN Expert Faculties,4.5,1,Exam Preparation,1,Exam Preparation
115039,Children's Books,"Family, Personal & Social Issues",Chandan Deshmukh,5.0,1,Children's Books,1,Children's Books
115045,"Religion|Arts, Film & Photography",Islam|Theater & Ballet,Mufti Muhammad Taqi Usmaani|Anirudha Bhattacharjee,3.5,2,"Religion|Arts, Film & Photography",2,"Religion|Arts, Film & Photography"
115061,Children's Books,Literature & Fiction,Wonder House Books,3.0,1,Children's Books,1,Children's Books
115077,Business & Economics,Analysis & Strategy,Morgan Housel,4.0,1,Business & Economics,1,Business & Economics
115081,Children's Books,Education & Reference,Wonder House Books,3.5,1,Children's Books,1,Children's Books
115097,Children's Books,Interactive & Activity Books,Maple Press,3.5,1,Children's Books,1,Children's Books
115105,Exam Preparation,"Arts, Design and Education Exams",RPH Editorial Board,4.0,1,Exam Preparation,1,Exam Preparation
115117,"Fantasy, Horror & Science Fiction",Fantasy,J.K. Rowling,3.5,1,"Fantasy, Horror & Science Fiction",1,"Fantasy, Horror & Science Fiction"
115120,Children's Books|Literature & Fiction|Romance,Humour|Fantasy|Comics,Wonder House Books|Jeff Kinney|Om Books Editorial Team,4.0027027027027025,185,"Business & Economics|Health, Family & Personal Development|Reference",27,Children's Books|Literature & Fiction|Romance
115138,Engineering,Electrical & Electronic Engineering,John David Jackson,3.5,1,Engineering,1,Engineering
115144,"Computing, Internet & Digital Media",Software,Srini Munagavalasa,4.5,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
115146,Children's Books,"Family, Personal & Social Issues",BARNES JENNIFER LYNN,3.5,1,Children's Books,1,Children's Books
115148,Children's Books,Education & Reference|Mysteries & Curiosities,WARE BRONNIE|J.K. Rowling,4.5,2,Children's Books,1,Children's Books
115150,Children's Books,Humour|Religion,B. J. Novak|Rick Riordan,3.5,2,Children's Books,1,Children's Books
115161,Comics & Mangas|Children's Books,Comics|Picture Books,SUBBA RAO|Wonder House Books,4.0,2,Children's Books|Comics & Mangas,2,Comics & Mangas|Children's Books
115162,Children's Books,"Fairy Tales, Folk Tales & Myths",Rick Riordan,5.0,1,Children's Books,1,Children's Books
115171,Children's Books,Money & Jobs,Medi Houghton,5.0,1,Children's Books,1,Children's Books
115172,Religion,Jainism,Pravin K. Shah,3.5,1,Religion,1,Religion
115180,"Religion|Computing, Internet & Digital Media|Health, Family & Personal Development",Jainism|Software|Self-Help,Pratapaditya Pal|Peter Bruce|Dale Carnegie,4.2,5,"Health, Family & Personal Development|Comics & Mangas|Computing, Internet & Digital Media",5,"Religion|Computing, Internet & Digital Media|Health, Family & Personal Development"
115182,"Sciences, Technology & Medicine",Astronomy,Hans Reichenbach,3.5,1,"Sciences, Technology & Medicine",1,"Sciences, Technology & Medicine"
115189,Children's Books,Growing Up & Facts of Life,,3.5,1,Children's Books,1,Children's Books
115202,"Computing, Internet & Digital Media",Computer Science,Prasad Rao,4.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
115207,"Arts, Film & Photography",Theory & Criticism,GKP,3.5,1,"Arts, Film & Photography",1,"Arts, Film & Photography"
115210,Children's Books,"Fairy Tales, Folk Tales & Myths",Sudha Murty,4.5,1,Children's Books,1,Children's Books
115224,Children's Books|Society & Social Sciences,"Humour|Cars, Trains & Things That Go|Literature & Fiction",Wonder House Books|Jeff Kinney|Brian A. Hatcher,4.0,6,Children's Books|Society & Social Sciences,2,Children's Books|Society & Social Sciences
115226,Children's Books,Growing Up & Facts of Life,J.K. Rowling,5.0,1,Children's Books,1,Children's Books
115227,"Computing, Internet & Digital Media",Programming & Software Development,Sam Newman,5.0,1,"Computing, Internet & Digital Media",1,"Computing, Internet & Digital Media"
115231,"Crafts, Home & Lifestyle",Home & House Maintenance,Santhi Sivakumar சாந்தி சிவகுமார்,4.5,1,"Crafts, Home & Lifestyle",1,"Crafts, Home & Lifestyle"
115234,Sports|Children's Books|Religion,Islam|Literature & Fiction|Computer Science,Dr. Mohammad Mohsin Khan|Emily Winfield Martin|Benjamin Labatut,4.0,12,Religion|School Books|Children's Books,7,Sports|Children's Books|Religion
